"","AMT","TIME","TFDS","DV"
"25414",200,9,9,23.39845639
"25415",200,10,10,20.42630143
"25416",200,11,11,17.90580733
"25417",200,12,0,15.73692224
"25418",200,13,1,151.69718282
"25419",200,14,2,115.03080919
"25420",200,15,3,85.03275757
"25421",200,16,4,66.08741379
"25422",200,17,5,53.49726225
"25423",200,18,6,44.60609281
"25424",200,19,7,37.95640797
"25425",200,20,8,32.73468405
"25426",200,21,9,28.47628434
"25427",200,22,10,24.90755043
"25428",200,23,11,21.86061648
"25429",200,24,0,19.22716212
"25430",200,25,1,154.77744046
"25431",200,26,2,117.74925106
"25432",200,27,3,87.43188778
"25433",200,28,4,68.20474138
"25434",200,29,5,55.36588908
"25435",200,30,6,46.25523188
"25436",200,31,7,39.41184054
"25437",200,32,8,34.01916292
"25438",200,33,9,29.60988968
"25439",200,34,10,25.90800373
"25440",200,35,11,22.74355767
"25441",200,36,0,20.00639406
"25442",200,37,1,155.46514472
"25443",200,38,2,118.35617839
"25444",200,39,3,87.96752614
"25445",200,40,4,68.67746429
"25446",200,41,5,55.78308651
"25447",200,42,6,46.6234258
"25448",200,43,7,39.73678684
"25449",200,44,8,34.30594141
"25450",200,45,9,29.86298351
"25451",200,46,10,26.13136946
"25452",200,47,11,22.94068712
"25453",200,48,0,20.18036892
"25454",200,49,1,155.6186847
"25455",200,50,2,118.49168374
"25456",200,51,3,88.0871152
"25457",200,52,4,68.78300656
"25458",200,53,5,55.87623191
"25459",200,54,6,46.70563045
"25460",200,55,7,39.80933582
"25461",200,56,8,34.36996888
"25462",200,57,9,29.91949038
"25463",200,58,10,26.1812391
"25464",200,59,11,22.98469914
"25465",200,60,0,20.21921133
"25466",200,61,1,155.65296473
"25467",200,62,2,118.52193728
"25468",200,63,3,88.11381519
"25469",200,64,4,68.8065704
"25470",200,65,5,55.89702797
"25471",200,66,6,46.72398383
"25472",200,67,7,39.82553344
"25473",200,68,8,34.38426394
"25474",200,69,9,29.93210637
"25475",200,70,10,26.19237323
"25476",200,71,11,22.99452546
"25477",200,72,12,20.22788347
"25478",200,0,0,0
"25479",200,1,1,174.44894975
"25480",200,2,2,119.07905757
"25481",200,3,3,80.87994773
"25482",200,4,4,61.99971758
"25483",200,5,5,51.27705762
"25484",200,6,6,44.18910164
"25485",200,7,7,38.94560248
"25486",200,8,8,34.76595104
"25487",200,9,9,31.27061034
"25488",200,10,10,28.25632918
"25489",200,11,11,25.60515195
"25490",200,12,0,23.2437062
"25491",200,13,1,195.57225836
"25492",200,14,2,138.28863676
"25493",200,15,3,98.35671646
"25494",200,16,4,77.90428104
"25495",200,17,5,65.75329956
"25496",200,18,6,57.36668926
"25497",200,19,7,50.94183275
"25498",200,20,8,45.68718488
"25499",200,21,9,41.21343792
"25500",200,22,10,37.3085508
"25501",200,23,11,33.84662554
"25502",200,24,0,30.74709299
"25503",200,25,1,202.40368694
"25504",200,26,2,144.5082992
"25505",200,27,3,104.01940633
"25506",200,28,4,83.05988045
"25507",200,29,5,70.44722102
"25508",200,30,6,61.64027714
"25509",200,31,7,54.83272822
"25510",200,32,8,49.22965793
"25511",200,33,9,44.43868942
"25512",200,34,10,40.24498749
"25513",200,35,11,36.52011031
"25514",200,36,0,33.18117271
"25515",200,37,1,204.61979986
"25516",200,38,2,146.52596382
"25517",200,39,3,105.8563933
"25518",200,40,4,84.73236907
"25519",200,41,5,71.96994178
"25520",200,42,6,63.02664145
"25521",200,43,7,56.09494651
"25522",200,44,8,50.37884721
"25523",200,45,9,45.48497121
"25524",200,46,10,41.19757694
"25525",200,47,11,37.38739737
"25526",200,48,0,33.97079603
"25527",200,49,1,205.33871407
"25528",200,50,2,147.18050077
"25529",200,51,3,106.45231783
"25530",200,52,4,85.27492981
"25531",200,53,5,72.46391734
"25532",200,54,6,63.47638253
"25533",200,55,7,56.50441422
"25534",200,56,8,50.75164795
"25535",200,57,9,45.82438842
"25536",200,58,10,41.50660005
"25537",200,59,11,37.66874811
"25538",200,60,0,34.2269524
"25539",200,61,1,205.57193217
"25540",200,62,2,147.39283468
"25541",200,63,3,106.64563769
"25542",200,64,4,85.45093827
"25543",200,65,5,72.62416462
"25544",200,66,6,63.62228
"25545",200,67,7,56.63724688
"25546",200,68,8,50.87258572
"25547",200,69,9,45.93449646
"25548",200,70,10,41.60684815
"25549",200,71,11,37.7600192
"25550",200,72,12,34.31005036
"25551",600,0,0,0
"25552",600,1,1,268.563801
"25553",600,2,2,151.00525078
"25554",600,3,3,99.52758406
"25555",600,4,4,76.08433125
"25556",600,5,5,62.51916638
"25557",600,6,6,52.94305839
"25558",600,7,7,45.37375062
"25559",600,8,8,39.07526309
"25560",600,9,9,33.72141977
"25561",600,10,10,29.13030507
"25562",600,11,11,25.17802931
"25563",600,12,0,21.76929351
"25564",600,13,1,287.39008645
"25565",600,14,2,167.28898213
"25566",600,15,3,113.61376805
"25567",600,16,4,88.2705724
"25568",600,17,5,73.0623959
"25569",600,18,6,62.06522598
"25570",600,19,7,53.26667134
"25571",600,20,8,45.90476257
"25572",600,21,9,39.63089027
"25573",600,22,10,34.2437627
"25574",600,23,11,29.60274675
"25575",600,24,0,25.5980699
"25576",600,25,1,290.70320626
"25577",600,26,2,170.15590683
"25578",600,27,3,116.0945976
"25579",600,28,4,90.41730865
"25580",600,29,5,74.92003477
"25581",600,30,6,63.67270206
"25582",600,31,7,54.65767481
"25583",600,32,8,47.10844595
"25584",600,33,9,40.67247972
"25585",600,34,10,35.145087
"25586",600,35,11,30.38269491
"25587",600,36,0,26.2729871
"25588",600,37,1,291.28723652
"25589",600,38,2,170.66128939
"25590",600,39,3,116.53192351
"25591",600,40,4,90.79574269
"25592",600,41,5,75.24750755
"25593",600,42,6,63.95607622
"25594",600,43,7,54.90288883
"25595",600,44,8,47.3206386
"25596",600,45,9,40.85609779
"25597",600,46,10,35.30397844
"25598",600,47,11,30.52018948
"25599",600,48,0,26.39196619
"25600",600,49,1,291.39019348
"25601",600,50,2,170.75038182
"25602",600,51,3,116.60901845
"25603",600,52,4,90.86245577
"25604",600,53,5,75.30523682
"25605",600,54,6,64.00603147
"25606",600,55,7,54.94611694
"25607",600,56,8,47.35804546
"25608",600,57,9,40.88846732
"25609",600,58,10,35.33198898
"25610",600,59,11,30.54442803
"25611",600,60,0,26.41294069
"25612",600,61,1,291.40834349
"25613",600,62,2,170.76608768
"25614",600,63,3,116.62260931
"25615",600,64,4,90.87421644
"25616",600,65,5,75.31541376
"25617",600,66,6,64.01483794
"25618",600,67,7,54.9537375
"25619",600,68,8,47.36463982
"25620",600,69,9,40.89417366
"25621",600,70,10,35.33692688
"25622",600,71,11,30.54870098
"25623",600,72,12,26.41663823
"25624",600,0,0,0
"25625",600,1,1,549.8046589
"25626",600,2,2,354.44545101
"25627",600,3,3,256.34459656
"25628",600,4,4,198.00710663
"25629",600,5,5,157.33719354
"25630",600,6,6,126.47326346
"25631",600,7,7,102.14075606
"25632",600,8,8,82.64891567
"25633",600,9,9,66.93160836
"25634",600,10,10,54.22290723
"25635",600,11,11,43.9346459
"25636",600,12,0,35.60136574
"25637",600,13,1,578.65453255
"25638",600,14,2,377.82469236
"25639",600,15,3,275.29078545
"25640",600,16,4,213.36091148
"25641",600,17,5,169.77980869
"25642",600,18,6,136.55669051
"25643",600,19,7,110.3123189
"25644",600,20,8,89.27111665
"25645",600,21,9,72.29821473
"25646",600,22,10,58.57198539
"25647",600,23,11,47.45912332
"25648",600,24,0,38.45758985
"25649",600,25,1,580.96920661
"25650",600,26,2,379.7004962
"25651",600,27,3,276.81093039
"25652",600,28,4,214.59283168
"25653",600,29,5,170.77815258
"25654",600,30,6,137.36574495
"25655",600,31,7,110.96797383
"25656",600,32,8,89.80245715
"25657",600,33,9,72.72881124
"25658",600,34,10,58.92093931
"25659",600,35,11,47.74191438
"25660",600,36,0,38.68676275
"25661",600,37,1,581.15492754
"25662",600,38,2,379.8510038
"25663",600,39,3,276.93290123
"25664",600,40,4,214.69167643
"25665",600,41,5,170.85825602
"25666",600,42,6,137.4306605
"25667",600,43,7,111.02058117
"25668",600,44,8,89.84508996
"25669",600,45,9,72.76336072
"25670",600,46,10,58.94893809
"25671",600,47,11,47.7646045
"25672",600,48,0,38.70515074
"25673",600,49,1,581.1698291
"25674",600,50,2,379.86307997
"25675",600,51,3,276.94268772
"25676",600,52,4,214.69960737
"25677",600,53,5,170.86468323
"25678",600,54,6,137.43586909
"25679",600,55,7,111.02480219
"25680",600,56,8,89.84851066
"25681",600,57,9,72.76613284
"25682",600,58,10,58.95118461
"25683",600,59,11,47.76642507
"25684",600,60,0,38.70662613
"25685",600,61,1,581.17102475
"25686",600,62,2,379.86404892
"25687",600,63,3,276.94347296
"25688",600,64,4,214.70024372
"25689",600,65,5,170.86519892
"25690",600,66,6,137.43628701
"25691",600,67,7,111.02514087
"25692",600,68,8,89.84878512
"25693",600,69,9,72.76635527
"25694",600,70,10,58.95136487
"25695",600,71,11,47.76657114
"25696",600,72,12,38.70674451
"25697",600,0,0,0
"25698",600,1,1,251.75861392
"25699",600,2,2,184.94984677
"25700",600,3,3,128.71861765
"25701",600,4,4,96.77678972
"25702",600,5,5,77.13312758
"25703",600,6,6,63.80533781
"25704",600,7,7,53.98999595
"25705",600,8,8,46.30662865
"25706",600,9,9,40.03499718
"25707",600,10,10,34.77522684
"25708",600,11,11,30.28927382
"25709",600,12,0,26.42416664
"25710",600,13,1,274.83235161
"25711",600,14,2,205.10889604
"25712",600,15,3,146.33672435
"25713",600,16,4,112.17705629
"25714",600,17,5,90.59618509
"25715",600,18,6,75.5756019
"25716",600,19,7,64.28068499
"25717",600,20,8,55.30392168
"25718",600,21,9,47.90155262
"25719",600,22,10,41.65319964
"25720",600,23,11,36.30292326
"25721",600,24,0,31.68212101
"25722",600,25,1,279.42958053
"25723",600,26,2,209.12843093
"25724",600,27,3,149.85116071
"25725",600,28,4,115.24986612
"25726",600,29,5,93.28286393
"25727",600,30,6,77.92467141
"25728",600,31,7,66.33456942
"25729",600,32,8,57.09971418
"25730",600,33,9,49.47168515
"25731",600,34,10,43.02602874
"25732",600,35,11,37.50324215
"25733",600,36,0,32.73160739
"25734",600,37,1,280.34718807
"25735",600,38,2,209.93073158
"25736",600,39,3,150.55264397
"25737",600,40,4,115.86320075
"25738",600,41,5,93.81912671
"25739",600,42,6,78.39354722
"25740",600,43,7,66.74452613
"25741",600,44,8,57.45815558
"25742",600,45,9,49.78508467
"25743",600,46,10,43.30004636
"25744",600,47,11,37.74282662
"25745",600,48,0,32.94108559
"25746",600,49,1,280.53034317
"25747",600,50,2,210.09087134
"25748",600,51,3,150.69266051
"25749",600,52,4,115.98562276
"25750",600,53,5,93.92616513
"25751",600,54,6,78.48713515
"25752",600,55,7,66.82635377
"25753",600,56,8,57.52970073
"25754",600,57,9,49.84763943
"25755",600,58,10,43.35474047
"25756",600,59,11,37.79064785
"25757",600,60,0,32.98289759
"25758",600,61,1,280.56690105
"25759",600,62,2,210.12283535
"25760",600,63,3,150.72060791
"25761",600,64,4,116.01005828
"25762",600,65,5,93.94753007
"25763",600,66,6,78.50581536
"25764",600,67,7,66.84268662
"25765",600,68,8,57.54398119
"25766",600,69,9,49.86012541
"25767",600,70,10,43.36565745
"25768",600,71,11,37.800193
"25769",600,72,12,32.99124329
"25770",600,0,0,0
"25771",600,1,1,309.19313183
"25772",600,2,2,164.15818825
"25773",600,3,3,109.09249504
"25774",600,4,4,86.23150205
"25775",600,5,5,73.7859288
"25776",600,6,6,65.08619925
"25777",600,7,7,58.04792589
"25778",600,8,8,51.9796934
"25779",600,9,9,46.61902065
"25780",600,10,10,41.84014674
"25781",600,11,11,37.5646311
"25782",600,12,0,33.73337236
"25783",600,13,1,339.49049755
"25784",600,14,2,191.37246722
"25785",600,15,3,133.53940446
"25786",600,16,4,108.19380553
"25787",600,17,5,93.51707719
"25788",600,18,6,82.81350124
"25789",600,19,7,73.97533353
"25790",600,20,8,66.29026319
"25791",600,21,9,59.47709653
"25792",600,22,10,53.39330208
"25793",600,23,11,47.94540029
"25794",600,24,0,43.06079735
"25795",600,25,1,347.87151117
"25796",600,26,2,198.90313159
"25797",600,27,3,140.30602081
"25798",600,28,4,114.27390917
"25799",600,29,5,98.98033015
"25800",600,30,6,87.72249332
"25801",600,31,7,78.38630133
"25802",600,32,8,70.25373575
"25803",600,33,9,63.0384751
"25804",600,34,10,56.59338087
"25805",600,35,11,50.82083419
"25806",600,36,0,45.64452214
"25807",600,37,1,350.19312097
"25808",600,38,2,200.98921799
"25809",600,39,3,142.18047753
"25810",600,40,4,115.95820587
"25811",600,41,5,100.49375834
"25812",600,42,6,89.08238735
"25813",600,43,7,79.608237
"25814",600,44,8,71.35170868
"25815",600,45,9,64.02506107
"25816",600,46,10,57.47987988
"25817",600,47,11,51.61739985
"25818",600,48,0,46.36027799
"25819",600,49,1,350.836265
"25820",600,50,2,201.56711651
"25821",600,51,3,142.69974956
"25822",600,52,4,116.42479893
"25823",600,53,5,100.91301659
"25824",600,54,6,89.4591128
"25825",600,55,7,79.94674451
"25826",600,56,8,71.65587537
"25827",600,57,9,64.29837075
"25828",600,58,10,57.72546291
"25829",600,59,11,51.83806904
"25830",600,60,0,46.5585608
"25831",600,61,1,351.01443247
"25832",600,62,2,201.7272093
"25833",600,63,3,142.8436013
"25834",600,64,4,116.55405723
"25835",600,65,5,101.02916194
"25836",600,66,6,89.56347547
"25837",600,67,7,80.04051983
"25838",600,68,8,71.7401374
"25839",600,69,9,64.37408458
"25840",600,70,10,57.79349575
"25841",600,71,11,51.89920011
"25842",600,72,12,46.61349026
"25843",600,0,0,0
"25844",600,1,1,724.86850198
"25845",600,2,2,455.84279729
"25846",600,3,3,313.81634269
"25847",600,4,4,249.9286651
"25848",600,5,5,215.1055914
"25849",600,6,6,191.65292425
"25850",600,7,7,173.25282056
"25851",600,8,8,157.57522997
"25852",600,9,9,143.69917186
"25853",600,10,10,131.2115094
"25854",600,11,11,119.88971953
"25855",600,12,0,109.58858964
"25856",600,13,1,825.06707387
"25857",600,14,2,547.47242698
"25858",600,15,3,397.6207133
"25859",600,16,4,326.58337788
"25860",600,17,5,285.22559013
"25861",600,18,6,255.79869449
"25862",600,19,7,231.93570831
"25863",600,20,8,211.26208386
"25864",600,21,9,192.81644289
"25865",600,22,10,176.14890265
"25866",600,23,11,161.00346766
"25867",600,24,0,147.20440167
"25868",600,25,1,859.48280142
"25869",600,26,2,578.96048188
"25870",600,27,3,426.43026453
"25871",600,28,4,352.94235134
"25872",600,29,5,309.34249115
"25873",600,30,6,277.86427047
"25874",600,31,7,252.12446654
"25875",600,32,8,229.73367792
"25876",600,33,9,209.71693958
"25877",600,34,10,191.61193999
"25878",600,35,11,175.15131366
"25879",600,36,0,160.14892258
"25880",600,37,1,871.32634719
"25881",600,38,2,589.79669611
"25882",600,39,3,436.34482534
"25883",600,40,4,362.01364912
"25884",600,41,5,317.64224858
"25885",600,42,6,285.45810974
"25886",600,43,7,259.07242831
"25887",600,44,8,236.09069613
"25888",600,45,9,215.53327575
"25889",600,46,10,196.93358073
"25890",600,47,11,180.02033426
"25891",600,48,0,164.60381967
"25892",600,49,1,875.40234313
"25893",600,50,2,593.5260175
"25894",600,51,3,439.75695781
"25895",600,52,4,365.13557046
"25896",600,53,5,320.49864204
"25897",600,54,6,288.07155919
"25898",600,55,7,261.46359682
"25899",600,56,8,238.27848927
"25900",600,57,9,217.53499117
"25901",600,58,10,198.76504483
"25902",600,59,11,181.69602738
"25903",600,60,0,166.13699055
"25904",600,61,1,876.80511368
"25905",600,62,2,594.80947862
"25906",600,63,3,440.9312571
"25907",600,64,4,366.20999242
"25908",600,65,5,321.4816815
"25909",600,66,6,288.97098849
"25910",600,67,7,262.28652721
"25911",600,68,8,239.03142721
"25912",600,69,9,218.2238897
"25913",600,70,10,199.39535068
"25914",600,71,11,182.27272401
"25915",600,72,12,166.66463758
"25916",600,0,0,0
"25917",600,1,1,292.09568463
"25918",600,2,2,178.30608347
"25919",600,3,3,129.76003993
"25920",600,4,4,105.12107627
"25921",600,5,5,89.46749446
"25922",600,6,6,77.83854669
"25923",600,7,7,68.43184253
"25924",600,8,8,60.4935038
"25925",600,9,9,53.64755335
"25926",600,10,10,47.67208193
"25927",600,11,11,42.41817371
"25928",600,12,0,37.77689086
"25929",600,13,1,325.75955137
"25930",600,14,2,208.31723186
"25931",600,15,3,156.52247605
"25932",600,16,4,128.99118375
"25933",600,17,5,110.76075496
"25934",600,18,6,96.83491883
"25935",600,19,7,85.38018496
"25936",600,20,8,75.61529132
"25937",600,21,9,67.14005134
"25938",600,22,10,59.71109205
"25939",600,23,11,53.16043046
"25940",600,24,0,47.36216725
"25941",600,25,1,334.31251763
"25942",600,26,2,215.94910162
"25943",600,27,3,163.33246753
"25944",600,28,4,135.06781904
"25945",600,29,5,116.18301638
"25946",600,30,6,101.67327907
"25947",600,31,7,89.69752516
"25948",600,32,8,79.46771961
"25949",600,33,9,70.57763289
"25950",600,34,10,62.77850015
"25951",600,35,11,55.89752743
"25952",600,36,0,49.80452263
"25953",600,37,1,336.49187055
"25954",600,38,2,217.89377332
"25955",600,39,3,165.06772948
"25956",600,40,4,136.61622132
"25957",600,41,5,117.56468079
"25958",600,42,6,102.90616059
"25959",600,43,7,90.7976453
"25960",600,44,8,80.44937464
"25961",600,45,9,71.45357958
"25962",600,46,10,63.56012158
"25963",600,47,11,56.5949809
"25964",600,48,0,50.42687167
"25965",600,49,1,337.04720269
"25966",600,50,2,218.38930519
"25967",600,51,3,165.5099006
"25968",600,52,4,137.01077778
"25969",600,53,5,117.91674992
"25970",600,54,6,103.22031758
"25971",600,55,7,91.07797268
"25972",600,56,8,80.6995153
"25973",600,57,9,71.67678415
"25974",600,58,10,63.75929064
"25975",600,59,11,56.77270268
"25976",600,60,0,50.58545569
"25977",600,61,1,337.18870978
"25978",600,62,2,218.51557427
"25979",600,63,3,165.62257255
"25980",600,64,4,137.11131679
"25981",600,65,5,118.0064625
"25982",600,66,6,103.30036957
"25983",600,67,7,91.14940437
"25984",600,68,8,80.76325496
"25985",600,69,9,71.73366007
"25986",600,70,10,63.81004195
"25987",600,71,11,56.81798889
"25988",600,72,12,50.62586532
"25989",600,0,0,0
"25990",600,1,1,250.52398591
"25991",600,2,2,173.31926296
"25992",600,3,3,106.88590118
"25993",600,4,4,71.62704639
"25994",600,5,5,53.40304747
"25995",600,6,6,43.3175758
"25996",600,7,7,37.01008446
"25997",600,8,8,32.50374189
"25998",600,9,9,28.93092798
"25999",600,10,10,25.91129321
"26000",600,11,11,23.27205857
"26001",600,12,0,20.92777545
"26002",600,13,1,269.35399802
"26003",600,14,2,190.2658802
"26004",600,15,3,122.13911065
"26005",600,16,4,85.35669375
"26006",600,17,5,65.76155966
"26007",600,18,6,54.44197982
"26008",600,19,7,47.02365457
"26009",600,20,8,41.51741568
"26010",600,21,9,37.04455492
"26011",600,22,10,33.21474832
"26012",600,23,11,29.846241
"26013",600,24,0,26.84550567
"26014",600,25,1,274.68082492
"26015",600,26,2,195.06080732
"26016",600,27,3,126.45524981
"26017",600,28,4,89.24185339
"26018",600,29,5,69.25877438
"26019",600,30,6,57.58998709
"26020",600,31,7,49.85732382
"26021",600,32,8,44.0681345
"26022",600,33,9,39.34057676
"26023",600,34,10,35.28150546
"26024",600,35,11,31.7066262
"26025",600,36,0,28.52012579
"26026",600,37,1,276.18822917
"26027",600,38,2,196.4176927
"26028",600,39,3,127.6766461
"26029",600,40,4,90.34128957
"26030",600,41,5,70.24842854
"26031",600,42,6,58.4808213
"26032",600,43,7,50.65920554
"26033",600,44,8,44.78994591
"26034",600,45,9,39.99031313
"26035",600,46,10,35.86636369
"26036",600,47,11,32.23308457
"26037",600,48,0,28.9940157
"26038",600,49,1,276.61479974
"26039",600,50,2,196.80166892
"26040",600,51,3,128.02228113
"26041",600,52,4,90.6524119
"26042",600,53,5,70.52848436
"26043",600,54,6,58.7329127
"26044",600,55,7,50.88612486
"26045",600,56,8,44.99420665
"26046",600,57,9,40.17417782
"26047",600,58,10,36.03186893
"26048",600,59,11,32.38206362
"26049",600,60,0,29.12811874
"26050",600,61,1,276.73551219
"26051",600,62,2,196.91032786
"26052",600,63,3,128.12009015
"26053",600,64,4,90.74045439
"26054",600,65,5,70.60773555
"26055",600,66,6,58.80425042
"26056",600,67,7,50.95033929
"26057",600,68,8,45.05200908
"26058",600,69,9,40.2262085
"26059",600,70,10,36.07870419
"26060",600,71,11,32.42422223
"26061",600,72,12,29.16606769
"26062",600,0,0,0
"26063",600,1,1,281.91456433
"26064",600,2,2,159.31346342
"26065",600,3,3,105.11444799
"26066",600,4,4,81.3373953
"26067",600,5,5,67.98284137
"26068",600,6,6,58.67748579
"26069",600,7,7,51.32456315
"26070",600,8,8,45.1619328
"26071",600,9,9,39.86078646
"26072",600,10,10,35.24490008
"26073",600,11,11,31.19982951
"26074",600,12,0,27.64131601
"26075",600,13,1,306.41741735
"26076",600,14,2,181.04337273
"26077",600,15,3,124.39119849
"26078",600,16,4,98.44183958
"26079",600,17,5,83.1623367
"26080",600,18,6,72.15034446
"26081",600,19,7,63.28376205
"26082",600,20,8,55.77825018
"26083",600,21,9,49.28548474
"26084",600,22,10,43.61204095
"26085",600,23,11,38.62828566
"26086",600,24,0,34.23652861
"26087",600,25,1,312.27293774
"26088",600,26,2,186.24221885
"26089",600,27,3,129.00705128
"26090",600,28,4,102.54009984
"26091",600,29,5,86.80106004
"26092",600,30,6,75.38106918
"26093",600,31,7,66.15224265
"26094",600,32,8,58.3251077
"26095",600,33,9,51.54678354
"26096",600,34,10,45.61980039
"26097",600,35,11,40.41093412
"26098",600,36,0,35.81930649
"26099",600,37,1,313.67825506
"26100",600,38,2,187.48997281
"26101",600,39,3,130.11490802
"26102",600,40,4,103.52374468
"26103",600,41,5,87.67441961
"26104",600,42,6,76.15650862
"26105",600,43,7,66.8407407
"26106",600,44,8,58.93641216
"26107",600,45,9,52.08954929
"26108",600,46,10,46.1017119
"26109",600,47,11,40.83881431
"26110",600,48,0,36.19921329
"26111",600,49,1,314.0155672
"26112",600,50,2,187.78946594
"26113",600,51,3,130.38082236
"26114",600,52,4,103.75984505
"26115",600,53,5,87.88404871
"26116",600,54,6,76.34263438
"26117",600,55,7,67.00599827
"26118",600,56,8,59.08314127
"26119",600,57,9,52.21982732
"26120",600,58,10,46.21738333
"26121",600,59,11,40.94151681
"26122",600,60,0,36.29040092
"26123",600,61,1,314.09653099
"26124",600,62,2,187.86135217
"26125",600,63,3,130.4446488
"26126",600,64,4,103.81651535
"26127",600,65,5,87.93436521
"26128",600,66,6,76.38730946
"26129",600,67,7,67.04566444
"26130",600,68,8,59.11836012
"26131",600,69,9,52.25109748
"26132",600,70,10,46.24514752
"26133",600,71,11,40.96616811
"26134",600,72,12,36.31228835
"26135",600,0,0,0
"26136",600,1,1,430.11778779
"26137",600,2,2,234.48166048
"26138",600,3,3,149.99045514
"26139",600,4,4,114.22356531
"26140",600,5,5,94.67732747
"26141",600,6,6,81.18749537
"26142",600,7,7,70.51829348
"26143",600,8,8,61.5529659
"26144",600,9,9,53.83670388
"26145",600,10,10,47.1328855
"26146",600,11,11,41.28576115
"26147",600,12,0,36.17631283
"26148",600,13,1,461.82459716
"26149",600,14,2,262.2761281
"26150",600,15,3,174.35865468
"26151",600,16,4,135.59011245
"26152",600,17,5,113.4134994
"26153",600,18,6,97.61815983
"26154",600,19,7,84.92786366
"26155",600,20,8,74.19054259
"26156",600,21,9,64.92053118
"26157",600,22,10,56.85422187
"26158",600,23,11,49.81224957
"26159",600,24,0,43.65491957
"26160",600,25,1,468.38417766
"26161",600,26,2,268.0296695
"26162",600,27,3,179.40523731
"26163",600,28,4,140.01662654
"26164",600,29,5,117.29614832
"26165",600,30,6,101.0237768
"26166",600,31,7,87.91506559
"26167",600,32,8,76.81074125
"26168",600,33,9,67.21881959
"26169",600,34,10,58.87015146
"26170",600,35,11,51.5805115
"26171",600,36,0,45.20594226
"26172",600,37,1,469.74465075
"26173",600,38,2,269.22300332
"26174",600,39,3,180.45196592
"26175",600,40,4,140.93476116
"26176",600,41,5,118.1014873
"26177",600,42,6,101.73017754
"26178",600,43,7,88.53468303
"26179",600,44,8,77.35423701
"26180",600,45,9,67.69554547
"26181",600,46,10,59.28831033
"26182",600,47,11,51.94729849
"26183",600,48,0,45.52766855
"26184",600,49,1,470.02685216
"26185",600,50,2,269.4705356
"26186",600,51,3,180.66908825
"26187",600,52,4,141.12520948
"26188",600,53,5,118.26853858
"26189",600,54,6,101.87670617
"26190",600,55,7,88.66321027
"26191",600,56,8,77.46697437
"26192",600,57,9,67.79443277
"26193",600,58,10,59.37504908
"26194",600,59,11,52.02338118
"26195",600,60,0,45.5944043
"26196",600,61,1,470.08538926
"26197",600,62,2,269.52188128
"26198",600,63,3,180.71412599
"26199",600,64,4,141.16471423
"26200",600,65,5,118.30319007
"26201",600,66,6,101.90710065
"26202",600,67,7,88.68987071
"26203",600,68,8,77.49035951
"26204",600,69,9,67.81494499
"26205",600,70,10,59.39304133
"26206",600,71,11,52.03916303
"26207",600,72,12,45.60824732
"26208",600,0,0,0
"26209",600,1,1,202.13164262
"26210",600,2,2,138.78234989
"26211",600,3,3,95.56014446
"26212",600,4,4,74.58274942
"26213",600,5,5,62.83717144
"26214",600,6,6,54.92096014
"26215",600,7,7,48.78103468
"26216",600,8,8,43.62326877
"26217",600,9,9,39.1216627
"26218",600,10,10,35.12606002
"26219",600,11,11,31.55417024
"26220",600,12,0,28.3514869
"26221",600,13,1,227.60787476
"26222",600,14,2,161.67589725
"26223",600,15,3,116.13326262
"26224",600,16,4,93.07083979
"26225",600,17,5,79.45165632
"26226",600,18,6,69.85177656
"26227",600,19,7,62.19884013
"26228",600,20,8,55.68140877
"26229",600,21,9,49.95793245
"26230",600,22,10,44.8642844
"26231",600,23,11,40.30562213
"26232",600,24,0,36.2161607
"26233",600,25,1,234.67563036
"26234",600,26,2,168.02748771
"26235",600,27,3,121.84125741
"26236",600,28,4,98.20045439
"26237",600,29,5,84.0614976
"26238",600,30,6,73.99451255
"26239",600,31,7,65.92180194
"26240",600,32,8,59.0271314
"26241",600,33,9,52.96464082
"26242",600,34,10,47.56633015
"26243",600,35,11,42.73387606
"26244",600,36,0,38.39836552
"26245",600,37,1,236.63671768
"26246",600,38,2,169.78986284
"26247",600,39,3,123.42505539
"26248",600,40,4,99.62377001
"26249",600,41,5,85.34059215
"26250",600,42,6,75.1439996
"26251",600,43,7,66.95481431
"26252",600,44,8,59.95547117
"26253",600,45,9,53.79891422
"26254",600,46,10,48.31606869
"26255",600,47,11,43.40764544
"26256",600,48,0,39.00386353
"26257",600,49,1,237.18086207
"26258",600,50,2,170.27887042
"26259",600,51,3,123.86451305
"26260",600,52,4,100.01869851
"26261",600,53,5,85.69550352
"26262",600,54,6,75.46294869
"26263",600,55,7,67.24144507
"26264",600,56,8,60.21305835
"26265",600,57,9,54.03040073
"26266",600,58,10,48.52409924
"26267",600,59,11,43.59459677
"26268",600,60,0,39.17187154
"26269",600,61,1,237.33184625
"26270",600,62,2,170.41455575
"26271",600,63,3,123.98644972
"26272",600,64,4,100.12827964
"26273",600,65,5,85.79398106
"26274",600,66,6,75.55144775
"26275",600,67,7,67.32097674
"26276",600,68,8,60.28453127
"26277",600,69,9,54.09463147
"26278",600,70,10,48.58182165
"26279",600,71,11,43.64647031
"26280",600,72,12,39.21848886
"26281",600,0,0,0
"26282",600,1,1,452.68676492
"26283",600,2,2,285.31091637
"26284",600,3,3,189.91201183
"26285",600,4,4,139.66497036
"26286",600,5,5,110.69165664
"26287",600,6,6,92.17671533
"26288",600,7,7,79.10634138
"26289",600,8,8,69.08371788
"26290",600,9,9,60.92529037
