"","AMT","TIME","TFDS","DV"
"20887",200,8,0,30.71468899
"20888",200,9,1,212.05713384
"20889",200,10,2,131.63162949
"20890",200,11,3,95.09150279
"20891",200,12,4,76.191532
"20892",200,13,5,63.7513087
"20893",200,14,6,54.22210753
"20894",200,15,7,46.39386689
"20895",200,16,0,39.78279137
"20896",200,17,1,219.84424128
"20897",200,18,2,138.31873976
"20898",200,19,3,100.83402399
"20899",200,20,4,81.12290672
"20900",200,21,5,67.98612234
"20901",200,22,6,57.85875529
"20902",200,23,7,49.51684273
"20903",200,24,0,42.46465278
"20904",200,25,1,222.14729604
"20905",200,26,2,140.29649415
"20906",200,27,3,102.53242627
"20907",200,28,4,82.58141483
"20908",200,29,5,69.23862078
"20909",200,30,6,58.93434238
"20910",200,31,7,50.44050667
"20911",200,32,0,43.25785227
"20912",200,33,1,222.82845876
"20913",200,34,2,140.88144493
"20914",200,35,3,103.03475474
"20915",200,36,4,83.01279112
"20916",200,37,5,69.60906663
"20917",200,38,6,59.25246401
"20918",200,39,7,50.71369472
"20919",200,40,0,43.49245343
"20920",200,41,1,223.02992332
"20921",200,42,2,141.05445331
"20922",200,43,3,103.18332627
"20923",200,44,4,83.14037743
"20924",200,45,5,69.71863181
"20925",200,46,6,59.34655349
"20926",200,47,7,50.79449438
"20927",200,48,0,43.56184042
"20928",200,49,1,223.08950963
"20929",200,50,2,141.10562326
"20930",200,51,3,103.22726864
"20931",200,52,4,83.17811309
"20932",200,53,5,69.75103744
"20933",200,54,6,59.37438193
"20934",200,55,7,50.81839215
"20935",200,56,0,43.58236271
"20936",200,57,1,223.10713322
"20937",200,58,2,141.12075758
"20938",200,59,3,103.24026529
"20939",200,60,4,83.189274
"20940",200,61,5,69.76062192
"20941",200,62,6,59.38261263
"20942",200,63,7,50.82546029
"20943",200,64,0,43.5884325
"20944",200,65,1,223.11234567
"20945",200,66,2,141.12523379
"20946",200,67,3,103.24410925
"20947",200,68,4,83.19257502
"20948",200,69,5,69.76345667
"20949",200,70,6,59.38504699
"20950",200,71,7,50.82755081
"20951",200,72,8,43.59022774
"20952",200,0,0,0
"20953",200,1,1,72.09664131
"20954",200,2,2,58.69070269
"20955",200,3,3,39.79986013
"20956",200,4,4,28.55563074
"20957",200,5,5,21.92988054
"20958",200,6,6,17.75192674
"20959",200,7,7,14.93837819
"20960",200,8,0,12.93459442
"20961",200,9,1,83.53189428
"20962",200,10,2,68.95287243
"20963",200,11,3,49.10721836
"20964",200,12,4,37.05940087
"20965",200,13,5,29.73889459
"20966",200,14,6,24.94774924
"20967",200,15,7,21.58468583
"20968",200,16,0,19.08304107
"20969",200,17,1,89.22580764
"20970",200,18,2,74.22960643
"20971",200,19,3,53.99966922
"20972",200,20,4,41.59700098
"20973",200,21,5,33.9482789
"20974",200,22,6,28.85321508
"20975",200,23,7,25.2085214
"20976",200,24,0,22.44576927
"20977",200,25,1,92.34637468
"20978",200,26,2,77.1255334
"20979",200,27,3,56.68717826
"20980",200,28,4,44.0911234
"20981",200,29,5,36.26294992
"20982",200,30,6,31.00135833
"20983",200,31,7,27.20212515
"20984",200,32,0,24.29595592
"20985",200,33,1,94.06346435
"20986",200,34,2,78.71910248
"20987",200,35,3,58.16611344
"20988",200,36,4,45.46367161
"20989",200,37,5,37.5367645
"20990",200,38,6,32.18354191
"20991",200,39,7,28.29926931
"20992",200,40,0,25.314178
"20993",200,41,1,95.0084416
"20994",200,42,2,79.59610374
"20995",200,43,3,58.98002853
"20996",200,44,4,46.21903856
"20997",200,45,5,38.23779494
"20998",200,46,6,32.83414447
"20999",200,47,7,28.90307148
"21000",200,48,0,25.87454631
"21001",200,49,1,95.52850042
"21002",200,50,2,80.0787527
"21003",200,51,3,59.42795865
"21004",200,52,4,46.63474732
"21005",200,53,5,38.62360014
"21006",200,54,6,33.19219719
"21007",200,55,7,29.23536806
"21008",200,56,0,26.1829395
"21009",200,57,1,95.81470969
"21010",200,58,2,80.34437381
"21011",200,59,3,59.67447259
"21012",200,60,4,46.86352855
"21013",200,61,5,38.83592424
"21014",200,62,6,33.38924799
"21015",200,63,7,29.41824423
"21016",200,64,0,26.35266067
"21017",200,65,1,95.97222214
"21018",200,66,2,80.49055578
"21019",200,67,3,59.81013912
"21020",200,68,4,46.98943605
"21021",200,69,5,38.95277472
"21022",200,70,6,33.49769296
"21023",200,71,7,29.51888833
"21024",200,72,8,26.44606505
"21025",200,0,0,0
"21026",200,1,1,91.66259922
"21027",200,2,2,63.17352952
"21028",200,3,3,42.57857315
"21029",200,4,4,30.02536034
"21030",200,5,5,22.15104525
"21031",200,6,6,16.97337727
"21032",200,7,7,13.38280812
"21033",200,8,0,10.76399214
"21034",200,9,1,100.43487685
"21035",200,10,2,70.38281752
"21036",200,11,3,48.53435608
"21037",200,12,4,34.96135668
"21038",200,13,5,26.24982227
"21039",200,14,6,20.38092988
"21040",200,15,7,16.21770009
"21041",200,16,0,13.12345744
"21042",200,17,1,102.3991424
"21043",200,18,2,72.01832388
"21044",200,19,3,49.89625015
"21045",200,20,4,36.0954733
"21046",200,21,5,27.19428755
"21047",200,22,6,21.16747305
"21048",200,23,7,16.87273443
"21049",200,24,0,13.66897471
"21050",200,25,1,102.85345492
"21051",200,26,2,72.39668103
"21052",200,27,3,50.21135117
"21053",200,28,4,36.35789398
"21054",200,29,5,27.41283539
"21055",200,30,6,21.34948299
"21056",200,31,7,17.02431508
"21057",200,32,0,13.7952134
"21058",200,33,1,102.95858845
"21059",200,34,2,72.48423785
"21060",200,35,3,50.28426985
"21061",200,36,4,36.41862177
"21062",200,37,5,27.46341044
"21063",200,38,6,21.39160267
"21064",200,39,7,17.059393
"21065",200,40,0,13.82442684
"21066",200,41,1,102.98291785
"21067",200,42,2,72.50449976
"21068",200,43,3,50.30114427
"21069",200,44,4,36.43267506
"21070",200,45,5,27.47511423
"21071",200,46,6,21.40134977
"21072",200,47,7,17.06751054
"21073",200,48,0,13.83118725
"21074",200,49,1,102.98854802
"21075",200,50,2,72.50918865
"21076",200,51,3,50.30504926
"21077",200,52,4,36.43592719
"21078",200,53,5,27.47782265
"21079",200,54,6,21.40360539
"21080",200,55,7,17.06938905
"21081",200,56,0,13.83275171
"21082",200,57,1,102.98985093
"21083",200,58,2,72.51027373
"21084",200,59,3,50.30595293
"21085",200,60,4,36.43667978
"21086",200,61,5,27.47844942
"21087",200,62,6,21.40412737
"21088",200,63,7,17.06982376
"21089",200,64,0,13.83311374
"21090",200,65,1,102.99015244
"21091",200,66,2,72.51052483
"21092",200,67,3,50.30616205
"21093",200,68,4,36.43685394
"21094",200,69,5,27.47859446
"21095",200,70,6,21.40424816
"21096",200,71,7,17.06992436
"21097",200,72,8,13.83319752
"21098",200,0,0,0
"21099",200,1,1,216.13098815
"21100",200,2,2,133.59103322
"21101",200,3,3,94.82854708
"21102",200,4,4,74.58626582
"21103",200,5,5,62.26659319
"21104",200,6,6,53.65732156
"21105",200,7,7,47.00927977
"21106",200,8,0,41.54787132
"21107",200,9,1,253.02982171
"21108",200,10,2,166.45213796
"21109",200,11,3,124.14231051
"21110",200,12,4,100.76233367
"21111",200,13,5,85.65586404
"21112",200,14,6,74.56510063
"21113",200,15,7,65.70382633
"21114",200,16,0,58.26637662
"21115",200,17,1,267.98285733
"21116",200,18,2,179.82713587
"21117",200,19,3,136.10639323
"21118",200,20,4,111.46468326
"21119",200,21,5,95.22974691
"21120",200,22,6,83.1296237
"21121",200,23,7,73.36547575
"21122",200,24,0,65.12037534
"21123",200,25,1,274.11436829
"21124",200,26,2,185.31233188
"21125",200,27,3,141.01341014
"21126",200,28,4,115.85447037
"21127",200,29,5,99.15682641
"21128",200,30,6,86.64276926
"21129",200,31,7,76.50831915
"21130",200,32,0,67.93194878
"21131",200,33,1,276.6295895
"21132",200,34,2,187.5624379
"21133",200,35,3,143.02634538
"21134",200,36,4,117.65523372
"21135",200,37,5,100.76778173
"21136",200,38,6,88.08392314
"21137",200,39,7,77.79756939
"21138",200,40,0,69.08530666
"21139",200,41,1,277.66137865
"21140",200,42,2,188.48547218
"21141",200,43,3,143.852088
"21142",200,44,4,118.39393963
"21143",200,45,5,101.42862496
"21144",200,46,6,88.67511075
"21145",200,47,7,78.32644337
"21146",200,48,0,69.55843513
"21147",200,49,1,278.08463741
"21148",200,50,2,188.8641177
"21149",200,51,3,144.19082271
"21150",200,52,4,118.69697029
"21151",200,53,5,101.69971493
"21152",200,54,6,88.91762671
"21153",200,55,7,78.54339713
"21154",200,56,0,69.75252106
"21155",200,57,1,278.25826588
"21156",200,58,2,189.01944501
"21157",200,59,3,144.32977787
"21158",200,60,4,118.82127901
"21159",200,61,5,101.81092099
"21160",200,62,6,89.01711119
"21161",200,63,7,78.63239553
"21162",200,64,0,69.83213866
"21163",200,65,1,278.32949145
"21164",200,66,2,189.08316311
"21165",200,67,3,144.38677982
"21166",200,68,4,118.87227271
"21167",200,69,5,101.85653975
"21168",200,70,6,89.05792154
"21169",200,71,7,78.6689043
"21170",200,72,8,69.86479925
"21171",200,0,0,0
"21172",200,1,1,93.77139728
"21173",200,2,2,55.88191826
"21174",200,3,3,38.30825991
"21175",200,4,4,29.26256061
"21176",200,5,5,23.66822274
"21177",200,6,6,19.74004416
"21178",200,7,7,16.76868199
"21179",200,8,0,14.42142413
"21180",200,9,1,106.28614601
"21181",200,10,2,66.81639253
"21182",200,11,3,47.91229483
"21183",200,12,4,37.73228703
"21184",200,13,5,31.16095649
"21185",200,14,6,26.38437284
"21186",200,15,7,22.67146594
"21187",200,16,0,19.67274395
"21188",200,17,1,110.9628566
"21189",200,18,2,70.9847194
"21190",200,19,3,51.62976526
"21191",200,20,4,41.04919425
"21192",200,21,5,34.12149212
"21193",200,22,6,29.02752042
"21194",200,23,7,25.03171963
"21195",200,24,0,21.78069711
"21196",200,25,1,112.84569153
"21197",200,26,2,72.66662068
"21198",200,27,3,53.13227266
"21199",200,28,4,42.39150708
"21200",200,29,5,35.32073375
"21201",200,30,6,30.09896961
"21202",200,31,7,25.98901391
"21203",200,32,0,22.63601217
"21204",200,33,1,113.60990005
"21205",200,34,2,73.34943321
"21206",200,35,3,53.74236277
"21207",200,36,4,42.93662277
"21208",200,37,5,35.80779662
"21209",200,38,6,30.53416331
"21210",200,39,7,26.37786302
"21211",200,40,0,22.98345258
"21212",200,41,1,113.92034178
"21213",200,42,2,73.62681646
"21214",200,43,3,53.99020807
"21215",200,44,4,43.15807567
"21216",200,45,5,36.00566765
"21217",200,46,6,30.71096369
"21218",200,47,7,26.53583653
"21219",200,48,0,23.12460405
"21220",200,49,1,114.04646255
"21221",200,50,2,73.73950711
"21222",200,51,3,54.09089872
"21223",200,52,4,43.24804416
"21224",200,53,5,36.08605575
"21225",200,54,6,30.78279157
"21226",200,55,7,26.60001575
"21227",200,56,0,23.18194908
"21228",200,57,1,114.09770113
"21229",200,58,2,73.7852895
"21230",200,59,3,54.13180593
"21231",200,60,4,43.28459532
"21232",200,61,5,36.11871472
"21233",200,62,6,30.81197283
"21234",200,63,7,26.62608961
"21235",200,64,0,23.20524644
"21236",200,65,1,114.11851765
"21237",200,66,2,73.80388935
"21238",200,67,3,54.14842515
"21239",200,68,4,43.29944483
"21240",200,69,5,36.13198297
"21241",200,70,6,30.82382819
"21242",200,71,7,26.63668254
"21243",200,72,8,23.21471137
"21244",200,0,0,0
"21245",200,1,1,113.08486132
"21246",200,2,2,69.43459362
"21247",200,3,3,45.51395573
"21248",200,4,4,32.64709848
"21249",200,5,5,24.85331404
"21250",200,6,6,19.69309717
"21251",200,7,7,16.05172433
"21252",200,8,0,13.35565846
"21253",200,9,1,124.36649292
"21254",200,10,2,79.07023023
"21255",200,11,3,53.81000004
"21256",200,12,4,39.83103713
"21257",200,13,5,31.09979123
"21258",200,14,6,25.1402233
"21259",200,15,7,20.81149625
"21260",200,16,0,17.52076624
"21261",200,17,1,128.01487856
"21262",200,18,2,82.26822908
"21263",200,19,3,56.61457482
"21264",200,20,4,42.29142014
"21265",200,21,5,33.25873157
"21266",200,22,6,27.03496334
"21267",200,23,7,22.47455665
"21268",200,24,0,18.98059101
"21269",200,25,1,129.29637463
"21270",200,26,2,83.39322356
"21271",200,27,3,57.60220649
"21272",200,28,4,43.15847707
"21273",200,29,5,34.01994381
"21274",200,30,6,27.70325767
"21275",200,31,7,23.06127877
"21276",200,32,0,19.49569985
"21277",200,33,1,129.74861241
"21278",200,34,2,83.79026475
"21279",200,35,3,57.95078846
"21280",200,36,4,43.46451461
"21281",200,37,5,34.28862966
"21282",200,38,6,27.93915069
"21283",200,39,7,23.26838135
"21284",200,40,0,19.67752588
"21285",200,41,1,129.90824688
"21286",200,42,2,83.93041612
"21287",200,43,3,58.07383461
"21288",200,44,4,43.57254321
"21289",200,45,5,34.38347358
"21290",200,46,6,28.02241909
"21291",200,47,7,23.34148701
"21292",200,48,0,19.74170913
"21293",200,49,1,129.96459669
"21294",200,50,2,83.97988855
"21295",200,51,3,58.11726903
"21296",200,52,4,43.61067654
"21297",200,53,5,34.41695281
"21298",200,54,6,28.05181225
"21299",200,55,7,23.36729279
"21300",200,56,0,19.76436537
"21301",200,57,1,129.98448778
"21302",200,58,2,83.99735197
"21303",200,59,3,58.13260107
"21304",200,60,4,43.62413734
"21305",200,61,5,34.42877075
"21306",200,62,6,28.06218783
"21307",200,63,7,23.37640205
"21308",200,64,0,19.77236287
"21309",200,65,1,129.9915092
"21310",200,66,2,84.00351644
"21311",200,67,3,58.13801318
"21312",200,68,4,43.62888891
"21313",200,69,5,34.4329424
"21314",200,70,6,28.06585034
"21315",200,71,7,23.37961756
"21316",200,72,8,19.77518593
"21317",200,0,0,0
"21318",200,1,1,205.10200907
"21319",200,2,2,144.20989723
"21320",200,3,3,104.99483196
"21321",200,4,4,82.13017117
"21322",200,5,5,67.52048915
"21323",200,6,6,57.28000277
"21324",200,7,7,49.51393347
"21325",200,8,0,43.26887973
"21326",200,9,1,243.14796654
"21327",200,10,2,177.77987662
"21328",200,11,3,134.67303878
"21329",200,12,4,108.39621197
"21330",200,13,5,90.78067942
"21331",200,14,6,77.88522809
"21332",200,15,7,67.77063362
"21333",200,16,0,59.4464048
"21334",200,17,1,257.48392738
"21335",200,18,2,190.48431209
"21336",200,19,3,145.93182631
"21337",200,20,4,118.37395106
"21338",200,21,5,99.62317868
"21339",200,22,6,85.72167575
"21340",200,23,7,74.71550447
"21341",200,24,0,65.60114202
"21342",200,25,1,262.93842908
"21343",200,26,2,195.31824673
"21344",200,27,3,150.21579744
"21345",200,28,4,122.17052913
"21346",200,29,5,102.98781522
"21347",200,30,6,88.70351338
"21348",200,31,7,77.35809473
"21349",200,32,0,67.94308153
"21350",200,33,1,265.01392326
"21351",200,34,2,197.15760939
"21352",200,35,3,151.84589356
"21353",200,36,4,123.61516722
"21354",200,37,5,104.26809507
"21355",200,38,6,89.83813422
"21356",200,39,7,78.36362837
"21357",200,40,0,68.83421438
"21358",200,41,1,265.80367083
"21359",200,42,2,197.85750642
"21360",200,43,3,152.46616244
"21361",200,44,4,124.16486736
"21362",200,45,5,104.75525515
"21363",200,46,6,90.2698695
"21364",200,47,7,78.7462446
"21365",200,48,0,69.1732999
"21366",200,49,1,266.10417818
"21367",200,50,2,198.12382467
"21368",200,51,3,152.70218134
"21369",200,52,4,124.3740341
"21370",200,53,5,104.94062473
"21371",200,54,6,90.43414936
"21372",200,55,7,78.89183414
"21373",200,56,0,69.30232554
"21374",200,57,1,266.21852441
"21375",200,58,2,198.2251616
"21376",200,59,3,152.79198904
"21377",200,60,4,124.45362427
"21378",200,61,5,105.01115983
"21379",200,62,6,90.49665959
"21380",200,63,7,78.94723251
"21381",200,64,0,69.35142116
"21382",200,65,1,266.26203437
"21383",200,66,2,198.26372137
"21384",200,67,3,152.82616183
"21385",200,68,4,124.48390917
"21386",200,69,5,105.03799918
"21387",200,70,6,90.5204454
"21388",200,71,7,78.96831218
"21389",200,72,8,69.37010257
"21390",200,0,0,0
"21391",200,1,1,355.29009419
"21392",200,2,2,215.23658587
"21393",200,3,3,122.8348394
"21394",200,4,4,76.90468647
"21395",200,5,5,55.35626502
"21396",200,6,6,44.81808469
"21397",200,7,7,38.95732985
"21398",200,8,0,35.06993251
"21399",200,9,1,387.35153159
"21400",200,10,2,244.73606579
"21401",200,11,3,150.04711803
"21402",200,12,4,102.03263336
"21403",200,13,5,78.56872422
"21404",200,14,6,66.26435371
"21405",200,15,7,58.77295763
"21406",200,16,0,53.37931291
"21407",200,17,1,404.26930306
"21408",200,18,2,260.36804824
"21409",200,19,3,164.4910519
"21410",200,20,4,115.37881779
"21411",200,21,5,90.90059109
"21412",200,22,6,77.65899246
"21413",200,23,7,69.30159833
"21414",200,24,0,63.10777191
"21415",200,25,1,413.25839459
"21416",200,26,2,268.67396457
"21417",200,27,3,172.16571468
"21418",200,28,4,122.4702026
"21419",200,29,5,97.45302731
"21420",200,30,6,83.71344045
"21421",200,31,7,74.89590543
"21422",200,32,0,68.27690903
"21423",200,33,1,418.03467486
"21424",200,34,2,273.0872453
"21425",200,35,3,176.243584
"21426",200,36,4,126.23815193
"21427",200,37,5,100.93461072
"21428",200,38,6,86.93042189
"21429",200,39,7,77.86839476
"21430",200,40,0,71.02348778
"21431",200,41,1,420.57251233
"21432",200,42,2,275.43220593
"21433",200,43,3,178.41032651
"21434",200,44,4,128.240221
"21435",200,45,5,102.7845216
"21436",200,46,6,88.63973867
"21437",200,47,7,79.44780266
"21438",200,48,0,72.48285994
"21439",200,49,1,421.92097151
"21440",200,50,2,276.67818158
"21441",200,51,3,179.56160743
"21442",200,52,4,129.30400402
"21443",200,53,5,103.76745662
"21444",200,54,6,89.54797016
"21445",200,55,7,80.28700813
"21446",200,56,0,73.2582854
"21447",200,57,1,422.63746428
"21448",200,58,2,277.34022056
"21449",200,59,3,180.17333114
"21450",200,60,4,129.86923644
"21451",200,61,5,104.2897311
"21452",200,62,6,90.03055154
"21453",200,63,7,80.7329131
"21454",200,64,0,73.67030138
"21455",200,65,1,423.01816685
"21456",200,66,2,277.69198955
"21457",200,67,3,180.49836552
"21458",200,68,4,130.16956806
"21459",200,69,5,104.56723738
"21460",200,70,6,90.28696721
"21461",200,71,7,80.96984105
"21462",200,72,8,73.8892227
"21463",200,0,0,0
"21464",200,1,1,96.87595357
"21465",200,2,2,64.79546834
"21466",200,3,3,47.25220397
"21467",200,4,4,36.62588813
"21468",200,5,5,29.27420977
"21469",200,6,6,23.74720602
"21470",200,7,7,19.40052846
"21471",200,8,0,15.90344524
"21472",200,9,1,109.93421216
"21473",200,10,2,75.52622902
"21474",200,11,3,56.07384787
"21475",200,12,4,43.87951433
"21476",200,13,5,35.23912494
"21477",200,14,6,28.65261548
"21478",200,15,7,23.43472752
"21479",200,16,0,19.22120543
"21480",200,17,1,112.66278473
"21481",200,18,2,77.77025289
"21482",200,19,3,57.9193739
"21483",200,20,4,45.3973098
"21484",200,21,5,36.48738915
"21485",200,22,6,29.67921223
"21486",200,23,7,24.27902074
"21487",200,24,0,19.9155687
"21488",200,25,1,113.2338427
"21489",200,26,2,78.23990216
"21490",200,27,3,58.30562267
"21491",200,28,4,45.71496837
"21492",200,29,5,36.7486378
"21493",200,30,6,29.89406824
"21494",200,31,7,24.45572254
"21495",200,32,0,20.06089174
"21496",200,33,1,113.35335921
"21497",200,34,2,78.33819489
"21498",200,35,3,58.38646054
"21499",200,36,4,45.78145102
"21500",200,37,5,36.80331443
"21501",200,38,6,29.93903538
"21502",200,39,7,24.49270439
"21503",200,40,0,20.09130634
"21504",200,41,1,113.37837278
"21505",200,42,2,78.35876654
"21506",200,43,3,58.40337907
"21507",200,44,4,45.79536515
"21508",200,45,5,36.81475769
"21509",200,46,6,29.94844653
"21510",200,47,7,24.50044431
"21511",200,48,0,20.0976718
"21512",200,49,1,113.38360786
"21513",200,50,2,78.36307197
"21514",200,51,3,58.40691994
"21515",200,52,4,45.79827723
"21516",200,53,5,36.81715264
"21517",200,54,6,29.95041619
"21518",200,55,7,24.5020642
"21519",200,56,0,20.09900403
"21520",200,57,1,113.38470351
"21521",200,58,2,78.36397306
"21522",200,59,3,58.40766101
"21523",200,60,4,45.7988867
"21524",200,61,5,36.81765388
"21525",200,62,6,29.95082842
"21526",200,63,7,24.50240322
"21527",200,64,0,20.09928285
"21528",200,65,1,113.38493281
"21529",200,66,2,78.36416164
"21530",200,67,3,58.40781611
"21531",200,68,4,45.79901426
"21532",200,69,5,36.81775878
"21533",200,70,6,29.9509147
"21534",200,71,7,24.50247418
"21535",200,72,8,20.0993412
"21536",200,0,0,0
"21537",200,1,1,126.53076749
"21538",200,2,2,131.2653021
"21539",200,3,3,102.00892146
"21540",200,4,4,78.94569447
"21541",200,5,5,63.75046589
"21542",200,6,6,53.69077728
"21543",200,7,7,46.61601269
"21544",200,8,0,41.25603686
"21545",200,9,1,163.45183552
"21546",200,10,2,164.51141433
"21547",200,11,3,132.0454818
"21548",200,12,4,106.13023122
"21549",200,13,5,88.37634188
"21550",200,14,6,76.00940571
"21551",200,15,7,66.84850467
"21552",200,16,0,59.59968069
"21553",200,17,1,180.08403222
"21554",200,18,2,179.59233201
"21555",200,19,3,145.72003438
"21556",200,20,4,118.52967315
"21557",200,21,5,99.6196214
"21558",200,22,6,86.20434907
"21559",200,23,7,76.09287006
"21560",200,24,0,67.98210481
"21561",200,25,1,187.68488428
"21562",200,26,2,186.48448629
"21563",200,27,3,151.96956979
"21564",200,28,4,124.19650714
"21565",200,29,5,104.75808467
"21566",200,30,6,90.86370649
"21567",200,31,7,80.31779307
"21568",200,32,0,71.81309969
"21569",200,33,1,191.15868056
"21570",200,34,2,189.63438885
"21571",200,35,3,154.82577819
"21572",200,36,4,126.78640519
"21573",200,37,5,107.10650289
"21574",200,38,6,92.99316026
"21575",200,39,7,82.24869843
"21576",200,40,0,73.56396913
"21577",200,41,1,192.74630047
"21578",200,42,2,191.07398048
"21579",200,43,3,156.13114356
"21580",200,44,4,127.97005943
"21581",200,45,5,108.17979425
"21582",200,46,6,93.96637888
"21583",200,47,7,83.131175
"21584",200,48,0,74.36416436
"21585",200,49,1,193.4718862
"21586",200,50,2,191.73191322
"21587",200,51,3,156.72773124
"21588",200,52,4,128.5110218
"21589",200,53,5,108.67031776
"21590",200,54,6,94.4111664
"21591",200,55,7,83.53449093
"21592",200,56,0,74.72987546
"21593",200,57,1,193.80349872
"21594",200,58,2,192.03260649
"21595",200,59,3,157.00038812
"21596",200,60,4,128.75825639
"21597",200,61,5,108.89450042
"21598",200,62,6,94.61444647
"21599",200,63,7,83.71881734
"21600",200,64,0,74.89701544
"21601",200,65,1,193.95505472
"21602",200,66,2,192.17003153
"21603",200,67,3,157.12499978
"21604",200,68,4,128.87124937
"21605",200,69,5,108.99695803
"21606",200,70,6,94.70735102
"21607",200,71,7,83.80305955
"21608",200,72,8,74.97340298
"21609",200,0,0,0
"21610",200,1,1,193.7517195
"21611",200,2,2,151.28242869
"21612",200,3,3,101.77301765
"21613",200,4,4,73.26140775
"21614",200,5,5,57.12737714
"21615",200,6,6,47.07406517
"21616",200,7,7,39.98885914
"21617",200,8,0,34.47816596
"21618",200,9,1,223.68019145
"21619",200,10,2,177.33849742
"21620",200,11,3,124.48637257
"21621",200,12,4,93.07137942
"21622",200,13,5,74.40889902
"21623",200,14,6,62.15122202
"21624",200,15,7,53.14331851
"21625",200,16,0,45.95529053
"21626",200,17,1,233.69392047
"21627",200,18,2,186.07544325
"21628",200,19,3,132.10933677
"21629",200,20,4,99.72239998
"21630",200,21,5,80.21190168
"21631",200,22,6,67.21433101
"21632",200,23,7,57.56087176
"21633",200,24,0,49.80959763
"21634",200,25,1,237.05679635
"21635",200,26,2,189.0095463
"21636",200,27,3,134.66933631
"21637",200,28,4,101.95599489
"21638",200,29,5,82.16070915
"21639",200,30,6,68.91466196
"21640",200,31,7,59.04440741
"21641",200,32,0,51.10397976
"21642",200,33,1,238.1861424
"21643",200,34,2,189.99489866
"21644",200,35,3,135.52905444
"21645",200,36,4,102.70609738
"21646",200,37,5,82.8151722
"21647",200,38,6,69.48567978
"21648",200,39,7,59.54261941
"21649",200,40,0,51.53866882
"21650",200,41,1,238.56540781
"21651",200,42,2,190.32580703
"21652",200,43,3,135.81777139
"21653",200,44,4,102.9580024
"21654",200,45,5,83.03495887
"21655",200,46,6,69.67744324
"21656",200,47,7,59.70993267
"21657",200,48,0,51.68464934
"21658",200,49,1,238.69277554
"21659",200,50,2,190.43693515
"21660",200,51,3,135.91473047
"21661",200,52,4,103.04259901
"21662",200,53,5,83.10876926
"21663",200,54,6,69.74184267
"21664",200,55,7,59.76612106
"21665",200,56,0,51.73367361
"21666",200,57,1,238.73554913
"21667",200,58,2,190.47425502
"21668",200,59,3,135.94729199
"21669",200,60,4,103.07100888
"21670",200,61,5,83.13355682
"21671",200,62,6,69.76346977
"21672",200,63,7,59.78499067
"21673",200,64,0,51.7501373
"21674",200,65,1,238.74991367
"21675",200,66,2,190.48678806
"21676",200,67,3,135.95822704
"21677",200,68,4,103.08054969
"21678",200,69,5,83.14188116
"21679",200,70,6,69.77073274
"21680",200,71,7,59.7913276
"21681",200,72,8,51.75566626
"21682",200,0,0,0
"21683",200,1,1,134.77214271
"21684",200,2,2,76.61241804
"21685",200,3,3,52.78333414
"21686",200,4,4,41.18757225
"21687",200,5,5,34.09013887
"21688",200,6,6,28.94927999
"21689",200,7,7,24.86286661
"21690",200,8,0,21.46630378
"21691",200,9,1,153.35547482
"21692",200,10,2,92.72343056
"21693",200,11,3,66.76271887
"21694",200,12,4,53.32351188
"21695",200,13,5,44.62901813
"21696",200,14,6,38.10305574
"21697",200,15,7,32.81455886
"21698",200,16,0,28.37430963
"21699",200,17,1,159.35707836
"21700",200,18,2,97.93772502
"21701",200,19,3,71.29307643
"21702",200,20,4,57.25969167
"21703",200,21,5,48.04897701
"21704",200,22,6,41.07451018
"21705",200,23,7,35.39633563
"21706",200,24,0,30.61751589
"21707",200,25,1,161.30611634
"21708",200,26,2,99.63117263
"21709",200,27,3,72.76445172
"21710",200,28,4,58.5381168
"21711",200,29,5,49.15975493
"21712",200,30,6,42.03962556
"21713",200,31,7,36.23489008
"21714",200,32,0,31.3461061
"21715",200,33,1,161.93916254
"21716",200,34,2,100.18120403
"21717",200,35,3,73.24235453
"21718",200,36,4,58.95334963
"21719",200,37,5,49.52053602
"21720",200,38,6,42.35309548
"21721",200,39,7,36.507253
"21722",200,40,0,31.58275259
"21723",200,41,1,162.1447763
"21724",200,42,2,100.35985455
"21725",200,43,3,73.39757764
"21726",200,44,4,59.08821749
"21727",200,45,5,49.63771793
"21728",200,46,6,42.45491069
"21729",200,47,7,36.59571664
"21730",200,48,0,31.65961551
"21731",200,49,1,162.21155977
"21732",200,50,2,100.41788035
"21733",200,51,3,73.44799419
"21734",200,52,4,59.13202265
"21735",200,53,5,49.67577869
"21736",200,54,6,42.48798033
"21737",200,55,7,36.62444968
"21738",200,56,0,31.68458063
"21739",200,57,1,162.23325108
"21740",200,58,2,100.43672716
"21741",200,59,3,73.46436952
"21742",200,60,4,59.1462506
"21743",200,61,5,49.68814085
"21744",200,62,6,42.49872137
"21745",200,63,7,36.63378219
"21746",200,64,0,31.69268932
"21747",200,65,1,162.24029643
"21748",200,66,2,100.44284861
"21749",200,67,3,73.46968824
"21750",200,68,4,59.15087184
"21751",200,69,5,49.69215608
"21752",200,70,6,42.50221007
"21753",200,71,7,36.63681339
"21754",200,72,8,31.69532303
"21755",200,0,0,0
"21756",200,1,1,76.48981389
"21757",200,2,2,48.90881667
"21758",200,3,3,31.35164213
"21759",200,4,4,22.94025998
"21760",200,5,5,18.35730966
"21761",200,6,6,15.45778184
"21762",200,7,7,13.39480784
"21763",200,8,0,11.80160287
